276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,690,691
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,717,718
276,276,276,276,276,276,276,276,276,276,276,276,276,276,0,0,0,0,0,0
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
276,276,2,276,276,276,276,276,276,276,276,0,0,0,0,0,276,276,276,276
276,276,0,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
0,2,0,2,0,276,276,0,0,0,0,0,276,276,276,276,276,276,276,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,717,690,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,718,691,276
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,718,691,276
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
